,Mean Daily Flow - Cumecs,,,,Daily Rainfall Total - mm,,,,,,,,
,Crakehill,Skip Bridge,Westwick,Skelton,Arkengarthdale,East Cowton,Malham Tarn,Snaizeholme,,,,,
27/08/1993,4.82,2.443,4.779,12.07,0,0,0,0,,0.110131229,0.114547841,0.106073522,0.115078104
28/08/1993,4.65,2.421,4.684,11.58,0,0,0.8,0,,0.109507204,0.114325736,0.10586928,0.114196028
29/08/1993,4.53,2.352,4.619,11.32,0,0,8,5.6,,0.109066716,0.113629136,0.105729535,0.113727987
30/08/1993,4.38,2.337,4.428,10.88,0,0,0,0,,0.108516105,0.113477701,0.1053189,0.112935919
31/08/1993,4.28,2.301,4.313,10.58,0,0,0,0,,0.108149032,0.113114258,0.105071659,0.112395872
01/09/1993,4.26,2.29,4.218,10.48,0,0,0.8,4,,0.108075617,0.113003205,0.104867417,0.112215857
02/09/1993,4.12,2.258,4.198,10.34,0,0,0,0,,0.107561714,0.112680144,0.104824419,0.111963835
03/09/1993,4.12,2.264,4.083,10.25,4.8,0,0,4.8,,0.107561714,0.112740718,0.104577178,0.111801821
04/09/1993,4.04,2.238,4.035,10.04,0,0,0,0,,0.107268055,0.112478231,0.104473982,0.111423788
05/09/1993,3.98,2.23,3.994,9.96,0,0,0,0,,0.107047811,0.112397466,0.104385835,0.111279776
06/09/1993,3.96,2.244,3.937,9.954,0,0,0,0,,0.106974397,0.112538805,0.10426329,0.111268975
07/09/1993,3.94,2.218,3.745,10.01,3.2,0,0,0,,0.106900982,0.112276318,0.103850505,0.111369783
08/09/1993,4.84,4.537,12.751,11.97,116.4,26.4,95.6,132.8,,0.110204643,0.135688145,0.123212678,0.114898089
09/09/1993,33.8,7.841,32.701,58.26,10.8,11.6,3.2,19.2,,0.216509131,0.169044194,0.166103567,0.198227297
10/09/1993,20.8,6.692,39.423,55.08,18.4,5.6,40.8,118,,0.168789575,0.157444285,0.180555324,0.192502801
11/09/1993,19.7,4.538,27.108,61.8,8,0,24,12.4,,0.164751767,0.135698241,0.154079069,0.204599848
12/09/1993,12.2,3.333,15.395,34.91,5.6,0,7.2,11.2,,0.137221254,0.123532975,0.128897065,0.156193661
13/09/1993,75.6,39.174,158.423,129,225.2,55.6,208.8,196.8,,0.369945857,0.485371394,0.436395714,0.325570312
14/09/1993,180,70.723,153.231,317.4,103.2,74.4,30.4,22.4,,0.753170597,0.803879256,0.425233333,0.664719648
15/09/1993,167,80.244,129.352,337.2,80,36.8,15.2,16.8,,0.705451042,0.9,0.373895412,0.700362731
16/09/1993,105,51.684,54.93,258.9,12,15.2,0,0,,0.477865468,0.611668055,0.213894122,0.559410539
17/09/1993,50,27.4,34.089,152.9,0,0,0,0,,0.275975039,0.366505136,0.169087655,0.368594033
18/09/1993,28.1,17.744,24.372,93.07,0,0,0,0,,0.195585941,0.269021479,0.14819689,0.260890717
19/09/1993,19.3,13.526,19.05,62.26,0,0,0.8,1.6,,0.163283473,0.226438,0.136755019,0.20542792
20/09/1993,16.9,10.173,18.333,49.15,12.8,10.4,58.4,42.4,,0.154473708,0.192587264,0.135213527,0.181827878
21/09/1993,16.5,8.911,17.579,47.41,0.8,0,5.6,21.6,,0.153005414,0.179846546,0.133592488,0.178695607
22/09/1993,13.8,5.53,15.168,38.26,0,0,8.8,0.8,,0.14309443,0.145713132,0.128409033,0.162224182
23/09/1993,12.2,4.919,13.527,32,0,0,0.8,0,,0.137221254,0.139544686,0.124881015,0.150955208
24/09/1993,11.1,4.474,11.672,31,0,0,3.2,0,,0.133183445,0.135052119,0.120892915,0.149155052
25/09/1993,9.94,4.213,10.309,29.11,0,0,0.8,0.8,,0.128925392,0.132417153,0.117962575,0.145752758
26/09/1993,9.19,3.866,9.28,25.99,0,0,0,0,,0.126172341,0.12891396,0.115750308,0.140136272
27/09/1993,8.61,3.667,8.477,23.38,0,0,0,0,,0.124043315,0.126904924,0.114023923,0.135437865
28/09/1993,8.23,3.612,7.9,21.42,0,0,0,0,,0.122648435,0.126349663,0.11278342,0.13190956
29/09/1993,8.02,4.678,7.656,20.33,3.2,0.8,32.8,3.2,,0.121877581,0.137111633,0.11225884,0.12994739
30/09/1993,8.05,4.071,7.85,20.44,23.2,10.4,15.2,21.6,,0.121987703,0.130983569,0.112675924,0.130145408
01/10/1993,10.8,6.475,12.783,26.3,12.8,8.8,37.6,17.6,,0.132082224,0.155253527,0.123281475,0.14069432
02/10/1993,35.6,18.363,55.999,82.21,69.6,38.4,30.4,25.6,,0.223116454,0.27527069,0.216192386,0.241341026
03/10/1993,44.4,16.297,31.95,104.4,0,0,0,0,,0.255418923,0.254413064,0.164488978,0.281286481
04/10/1993,23,14.144,25.032,68.06,6.4,0.8,16,4,,0.176865192,0.232677116,0.149615836,0.215868823
05/10/1993,25.7,16.141,34.012,69.72,46.4,52.8,28.8,20.8,,0.186776177,0.252838141,0.168922111,0.218857081
06/10/1993,71.4,25.919,56.15,133.4,12.8,18.8,12.8,12,,0.354528769,0.351553469,0.216517023,0.333490997
07/10/1993,95.4,35.334,82.066,185,23.6,28.4,20.8,31.2,,0.442626411,0.446604074,0.27223433,0.426379032
08/10/1993,68.1,19.787,43.905,150.4,1.6,0,0.8,0.8,,0.342415344,0.289646904,0.190191262,0.364093644
09/10/1993,37.7,13.397,30.387,90.31,0,13.6,0,1.6,,0.230824998,0.22513566,0.161128654,0.255922287
10/10/1993,30.2,11.544,24.317,71.14,0.8,0,0.8,2.4,,0.203294485,0.206428409,0.148078644,0.221413302
11/10/1993,22.4,10.139,19.707,59.05,1.6,2.4,4,0,,0.174662751,0.192244012,0.138167516,0.19964942
12/10/1993,33.9,18.111,27.472,68.72,66.4,20.8,20.8,20,,0.216876204,0.272726584,0.154861639,0.217056925
13/10/1993,52,16.206,31.808,98.35,4.8,4.8,0,0,,0.283316509,0.253494359,0.164183689,0.270395539
14/10/1993,31.4,12.005,22.305,74.58,0,5.6,0.8,0.8,,0.207699367,0.211082507,0.143753007,0.227605838
15/10/1993,22.3,8.785,17.586,55.06,0,0,0,0.8,,0.174295678,0.178574493,0.133607538,0.192466798
16/10/1993,18.1,5.774,14.755,42.92,0,0,0,0,,0.15887859,0.148176472,0.127521116,0.170612908
17/10/1993,15.5,5.3,12.928,36.39,0,0,0,0.8,,0.149334679,0.143391131,0.123593214,0.158857891
18/10/1993,13.9,4.84,11.755,32.49,0,0,0.8,0,,0.143461503,0.138747129,0.121071359,0.151837284
19/10/1993,13,4.654,11.048,30.28,0,0,0.8,0.8,,0.140157842,0.136869337,0.119551366,0.14785894
20/10/1993,12.8,4.666,10.593,29.3,4,12,11.2,12.8,,0.139423695,0.136990485,0.118573152,0.146094787
21/10/1993,13.2,4.369,10.33,28.16,0,7.2,0.8,0.8,,0.140891989,0.133992075,0.118007724,0.14404261
22/10/1993,12.6,4.093,10.061,27.79,0,0.8,0,0,,0.138689548,0.131205674,0.117429395,0.143376552
23/10/1993,11.7,3.945,9.494,26.08,0,0,0,0,,0.135385886,0.129711517,0.116210391,0.140298286
24/10/1993,11,3.797,9.074,24.67,0.8,1.6,0.8,0,,0.132816371,0.128217359,0.115307425,0.137760066
25/10/1993,10.5,3.706,8.629,23.32,0,0,0,0,,0.130981004,0.127298655,0.114350711,0.135329856
26/10/1993,9.99,3.609,8.128,22.19,0,0,0,0,,0.129108929,0.126319376,0.113273601,0.13329568
27/10/1993,9.46,3.545,7.773,21.05,0,0,0,0,,0.127163439,0.125673254,0.11251038,0.131243503
28/10/1993,9.09,3.494,7.548,20.32,0,0,0,0,,0.125805268,0.125158376,0.112026648,0.129929389
29/10/1993,8.76,3.422,7.367,19.71,0,0,0,0,,0.124593925,0.124431488,0.111637513,0.128831294
30/10/1993,8.53,3.34,7.156,19.23,0.8,0,0,0,,0.123749656,0.123603645,0.11118388,0.127967219
31/10/1993,8.43,3.256,7.081,18.76,0,0,0,0,,0.123382582,0.122755609,0.111022636,0.127121146
01/11/1993,8.35,3.313,6.97,18.53,0,0,0.8,3.2,,0.123088924,0.123331062,0.110783995,0.12670711
02/11/1993,8.12,3.332,6.861,18.36,0,0,0,0,,0.122244654,0.123522879,0.110549654,0.126401084
03/11/1993,8.15,3.276,6.804,18,2.4,2.4,5.6,4,,0.122354777,0.122957523,0.110427108,0.125753028
04/11/1993,8.02,3.238,6.686,17.7,0,0,3.2,2.4,,0.121877581,0.122573888,0.110173418,0.125212981
05/11/1993,8,3.196,6.685,17.8,0,0,0,0,,0.121804166,0.12214987,0.110171268,0.125392996
06/11/1993,7.68,3.166,6.572,17.5,0,0,0.8,0.8,,0.120629531,0.121847,0.109928327,0.12485295
07/11/1993,7.58,3.167,6.554,17.15,0.8,0,1.6,0,,0.120262458,0.121857096,0.109889629,0.124222895
08/11/1993,7.48,3.127,6.479,16.48,0,0,0,0.8,,0.119895384,0.12145327,0.109728385,0.123016791
09/11/1993,7.91,3.656,6.427,17.7,0,7.2,42.4,47.2,,0.1214738,0.126793872,0.109616589,0.125212981
10/11/1993,10.4,4.046,13.479,24.88,0,1.6,0.8,0,,0.13061393,0.130731178,0.124777819,0.138138099
11/11/1993,10.1,3.594,10.297,26.69,0,0,5.6,0,,0.12951271,0.126167941,0.117936776,0.141396381
12/11/1993,8.54,3.354,8.486,22.02,1.6,0,21.6,24.8,,0.123786363,0.123744984,0.114043272,0.132989654
13/11/1993,10.1,5.04,14.956,26.34,23.2,36,56,23.2,,0.12951271,0.14076626,0.12795325,0.140766326
14/11/1993,66.8,26.437,45.559,114.9,21.6,47.2,9.6,8,,0.337643388,0.356783019,0.193747229,0.300188116
15/11/1993,46.2,9.502,20.641,97.19,0,0,0,0,,0.262026246,0.185813079,0.140175541,0.268307359
16/11/1993,23.5,6.43,13.987,52.9,0,0,0,0,,0.17870056,0.154799223,0.125869978,0.188578462
17/11/1993,16.7,5.404,11.263,39.39,0,0,0,0,,0.153739561,0.144441079,0.120013598,0.164258358
18/11/1993,13.7,4.877,9.878,36,0,0,0,0,,0.142727356,0.139120668,0.11703596,0.15815583
19/11/1993,11.9,4.551,8.905,31.05,0,0,0.8,0,,0.136120033,0.135829484,0.114944089,0.14924506
20/11/1993,10.7,4.244,8.018,26,0,0,2.4,0,,0.131715151,0.132730118,0.11303711,0.140154273
21/11/1993,10.5,4.321,7.736,24.69,0,8,0.8,0,,0.130981004,0.133507483,0.112430833,0.137796069
22/11/1993,10.4,4.087,7.576,24.5,0,24.8,8.8,0,,0.13061393,0.1311451,0.112086846,0.13745404
23/11/1993,10.1,4.015,7.184,24.41,0,0,1.6,0,,0.12951271,0.130418213,0.111244078,0.137292026
24/11/1993,9.22,3.792,6.507,22.32,0,0,0,0,,0.126282463,0.128166881,0.109788582,0.1335297
25/11/1993,10.1,3.687,6.68,21.49,2.4,0,8.8,10,,0.12951271,0.127106837,0.110160518,0.132035571
26/11/1993,14.3,3.992,8.502,26.25,0,0,1.6,0,,0.144929797,0.130186012,0.114077671,0.140604312
27/11/1993,13.7,4.059,9.13,30.47,0,0,0,0,,0.142727356,0.130862421,0.11542782,0.148200969
28/11/1993,14.9,4.078,9.084,29.9,0,0,0,0,,0.147132238,0.131054239,0.115328924,0.147174881
29/11/1993,14.2,4.019,8.629,33.5,15.2,15.2,0,0,,0.144562724,0.130458595,0.114350711,0.153655441
30/11/1993,23,7.871,10.325,45.39,6.4,9.6,18.4,12.8,,0.176865192,0.169347063,0.117996974,0.175059293
01/12/1993,28.2,7.263,25.003,58.28,1.6,4,20.8,26.4,,0.195953015,0.163208904,0.149553489,0.1982633
02/12/1993,46,11.152,61.327,99.25,2.4,0,76,44,,0.261292099,0.202470912,0.227647155,0.272015679
03/12/1993,34.7,8.759,44.482,99.11,6.4,0,13.6,43.2,,0.219812793,0.178312006,0.191431766,0.271763658
04/12/1993,58.3,7.413,78.343,113.5,14.4,1.6,48,38.4,,0.30644214,0.164723253,0.264230181,0.297667898
05/12/1993,29.9,6.589,33.954,95.15,5.6,0,11.2,4,,0.202193264,0.156404432,0.168797416,0.264635041
06/12/1993,18.6,6.318,24.056,52.83,18.4,0,36.8,43.2,,0.160713958,0.153668509,0.147517515,0.188452451
07/12/1993,39.5,6.478,48.004,80.19,3.2,0,25.6,12.8,,0.237432321,0.155283814,0.199003781,0.237704711
08/12/1993,38.4,21.854,87.398,97.34,38.4,37.6,117.6,87.2,,0.233394512,0.310514626,0.2836977,0.268577382
09/12/1993,107,42.234,96.197,239,4,0,58.4,14.4,,0.485206938,0.516264102,0.302614839,0.52358744
10/12/1993,53.8,29.225,81.966,171.8,20,6.4,74.4,44.8,,0.289923832,0.384929709,0.272019339,0.402616976
11/12/1993,40.8,22.121,53.709,149.2,4.8,0,40.8,15.2,,0.242204276,0.313210166,0.21126907,0.361933457
12/12/1993,33,19.008,37.488,101,34.4,33.6,0,12.8,,0.213572543,0.281782388,0.17639523,0.275165952
13/12/1993,64.8,44.661,62.642,154.3,24.8,20,25.2,40.8,,0.330301918,0.54076626,0.230474299,0.371114251
14/12/1993,68,32.767,50.91,184.5,29.6,7.2,0,0,,0.34204827,0.420688524,0.205251446,0.425478954
15/12/1993,64.7,43.352,93.292,178.5,21.6,4.8,84.8,55.2,,0.329934844,0.527551046,0.296369324,0.41467802
16/12/1993,83.3,45.391,90.506,219.8,1.6,0,16.8,1.6,,0.398210517,0.548136089,0.290379649,0.489024451
17/12/1993,48,25.324,48.84,150.2,0,0,19.2,2.4,,0.268633569,0.345546554,0.200801114,0.363733613
18/12/1993,90.1,26.642,130.569,179.2,19.2,0,30.4,64.8,,0.423171515,0.358852629,0.376511864,0.415938129
19/12/1993,162,61.426,183.842,293.9,28.8,4,70.4,84,,0.687097366,0.710019939,0.491044511,0.622415989
20/12/1993,81.5,42.693,63.704,265.1,0,0,0,0,,0.391603194,0.520898009,0.232757513,0.570571504
21/12/1993,30.1,21.927,37.827,137.4,1.6,0,1.6,0,,0.202927411,0.311251609,0.177124053,0.34069162
22/12/1993,27.7,20.864,52.522,101.1,14.4,2.4,36,0,,0.194117647,0.300519926,0.208717116,0.275345967
23/12/1993,34.8,22.898,47.111,111.4,8.8,8,41.6,26.4,,0.220179866,0.321054491,0.197083903,0.293887571
24/12/1993,36.3,24.125,41.196,103.9,0.8,21.6,10.4,2.4,,0.225685969,0.333441862,0.184367131,0.280386403
25/12/1993,30.2,18.232,29.125,88.64,0,2.4,4,1.6,,0.203294485,0.273948159,0.158415456,0.252916027
26/12/1993,22.2,15.284,23.4,68.55,0,4,13.6,0,,0.173928604,0.244186164,0.146107168,0.216750899
27/12/1993,19.5,10.905,20.288,57.25,0,0,2.4,0,,0.16401762,0.199977285,0.139416619,0.196409139
28/12/1993,20.2,8.21,19.05,52.94,10.4,16.8,22.4,11.6,,0.166587134,0.172769491,0.136755019,0.188650468
29/12/1993,68.1,23.789,80.208,126.1,11.2,16,36.8,32,,0.342415344,0.330049721,0.26823978,0.32034986
30/12/1993,83.7,33.541,68.586,190.7,16.8,14.4,67.2,39.2,,0.399678811,0.428502562,0.243253419,0.436639919
31/12/1993,50.6,23.232,43.233,143.3,0,0,3.2,1.6,,0.27817748,0.324426441,0.188746516,0.351312539
01/01/1994,29.4,14.507,30.518,91.94,0.8,1.6,1.6,6.4,,0.200357897,0.236341839,0.161410293,0.258856541
02/01/1994,50.3,29.793,59.598,121.6,23.2,30.4,44,28.8,,0.27707626,0.390664042,0.223929945,0.31224916
03/01/1994,97.5,41.468,100.103,203.2,9.6,50.4,49.6,43.2,,0.450334955,0.50853083,0.311012424,0.459141866
04/01/1994,110,41.414,65.174,237.4,0,0,0.8,1.6,,0.496219143,0.507985664,0.235917895,0.520707191
05/01/1994,74.7,31.2,44.384,186.5,17.6,36.8,43.2,25.6,,0.366642195,0.40486863,0.191221074,0.429079265
06/01/1994,70.9,27.549,44.114,163.1,0,0,2.4,4.8,,0.352693402,0.368009389,0.190640595,0.386955622
07/01/1994,55.1,19.77,33.786,127.4,0,2.4,0,1.6,,0.294695788,0.289475278,0.168436229,0.322690063
08/01/1994,40.6,14.923,27.197,98.21,0,0.8,21.6,6.4,,0.241470129,0.240541632,0.154270411,0.270143517
09/01/1994,37.4,11.518,39.131,86.6,7.2,7.2,32,12.8,,0.229723777,0.206165922,0.179927548,0.24924371
10/01/1994,79.4,13.828,61.114,145.3,0,2.4,0.8,0,,0.38389465,0.229486888,0.227189222,0.35491285
11/01/1994,47.6,13.94,37.754,113.6,5.6,5.6,16.8,11.2,,0.267165275,0.230617602,0.176967109,0.297847914
12/01/1994,57.4,20.581,63.906,123,36,8.8,52,43.2,,0.303138478,0.297662856,0.233191797,0.314769378
13/01/1994,101,24.82,84.93,186.3,31.2,4.8,9.6,26.4,,0.463182527,0.340458343,0.278391699,0.428719234
14/01/1994,82.5,30.619,83.596,188.6,24.8,0,44,30.4,,0.395273929,0.399003054,0.275523707,0.432859592
15/01/1994,57.5,24.088,50.788,157.1,0.8,7.2,0.8,0,,0.303505552,0.333068322,0.204989156,0.376154687
16/01/1994,35.8,17.423,34.374,102.8,0,7.2,0,0,,0.223850601,0.265780773,0.169700382,0.278406232
17/01/1994,26.1,15.201,26.039,80.08,0,2.4,0,0.8,,0.188244471,0.243348224,0.151780805,0.237506694
18/01/1994,30.9,13.466,35.411,75.03,4,8,36,45.6,,0.205863999,0.225832261,0.171929848,0.228415908
19/01/1994,52.2,12.411,49.843,118.3,0,0,0,0.8,,0.284050656,0.215181343,0.202957483,0.306308646
20/01/1994,27.8,12.344,31.567,81.92,0,0,60,13.6,,0.194484721,0.214504934,0.163665559,0.240818981
21/01/1994,24.8,11.902,31.704,71.77,0,0,16,6.4,,0.183472515,0.210042654,0.163960097,0.2225474
22/01/1994,23.4,11.536,30.167,68.35,3.2,0,20,13.6,,0.178333486,0.206347644,0.160655672,0.216390868
23/01/1994,42.2,21.786,76.299,112.7,19.2,2.4,54.4,48.8,,0.247343305,0.309828121,0.259835746,0.296227774
24/01/1994,29.6,13.328,35.191,100.3,3.2,1.6,35.2,13.6,,0.201092044,0.22443906,0.171456866,0.273905843
25/01/1994,42.8,24.058,86.144,111.6,31.2,5.6,97.6,62.4,,0.249545747,0.332765453,0.281001701,0.294247602
26/01/1994,56.7,37.762,76.945,197.5,33.6,0.8,39.2,37.6,,0.300568964,0.471116327,0.261224594,0.448880978
27/01/1994,123,40.076,139.745,229.3,52,49.6,46.4,44,,0.543938699,0.494477676,0.396239523,0.50612593
28/01/1994,104,39.931,62.123,242.1,0,0,16.8,5.6,,0.474194732,0.493013806,0.229358491,0.529167923
29/01/1994,50.2,22.394,62.298,153,4.8,0,21.2,30.8,,0.276709186,0.315966281,0.229734727,0.368774049
30/01/1994,64.1,20.455,66.452,157.5,2.4,0,4,11.2,,0.327732403,0.296390803,0.238665491,0.37687475
31/01/1994,33.6,16.612,38.178,105.6,1.6,0,0.8,4,,0.215774984,0.257593196,0.177878675,0.283446668
01/02/1994,42.5,16.139,70.007,103.2,23.2,9.6,48.8,60,,0.248444526,0.25281795,0.246308454,0.279126294
02/02/1994,52.4,16.892,49.647,139.6,0,0,0,0.8,,0.284784803,0.260419979,0.202536098,0.344651962
03/02/1994,39.8,21.491,37.988,102.1,34.4,26.4,1.6,12.8,,0.238533541,0.306849903,0.17747019,0.277146123
04/02/1994,62.8,31.212,66.144,144.9,0,0,0,0,,0.322960448,0.404989778,0.238003316,0.354192788
05/02/1994,56.3,18.192,49.421,141.3,0.8,1.6,2.4,4.8,,0.29910067,0.273544333,0.202050217,0.347712227
06/02/1994,39,14.761,40.188,99.39,0,0.8,13.6,7.2,,0.235596953,0.238906136,0.182200012,0.272267701
07/02/1994,33.8,14.152,34.465,89.16,0,0,0.8,3.2,,0.216509131,0.232757881,0.169896025,0.253852108
08/02/1994,26,11.725,31.145,70.76,8,1.6,36.8,44.8,,0.187877397,0.208255723,0.162758293,0.220729243
09/02/1994,33.8,10.398,46.325,84.77,0,0,1.6,0,,0.216509131,0.194858787,0.195394067,0.245949425
10/02/1994,23.3,8.594,27.828,68.28,0,0,0.8,0,,0.177966413,0.176646223,0.155627011,0.216264857
11/02/1994,20,7.957,22.52,56.59,0,0,0,0,,0.165852987,0.17021529,0.144215239,0.195221037
12/02/1994,17.9,7.379,19.221,50.53,0,0,0,0,,0.158144443,0.164380001,0.137122656,0.184312093
13/02/1994,16.3,6.914,16.727,46.39,0,0,0,0,,0.152271267,0.15968552,0.131760757,0.176859448
14/02/1994,15,6.558,14.503,41.9,0,0,0,0,,0.147499312,0.156091467,0.126979337,0.168776749
15/02/1994,14.2,6.632,13.431,39.99,4,2.4,0,0,,0.144562724,0.156838545,0.124674623,0.165338452
16/02/1994,13.6,6.132,12.71,35.09,8,7.2,12,1.6,,0.142360283,0.151790717,0.123124531,0.156517689
17/02/1994,13.3,5.431,12.21,36.73,0,0,1.6,3.2,,0.141259062,0.144713662,0.122049572,0.159469944
18/02/1994,13.2,5.674,12.115,33.65,0,0,0,0,,0.140891989,0.147166906,0.121845329,0.153925465
19/02/1994,12.9,5.62,11.807,31.7,0,0,0,0,,0.139790768,0.146621741,0.121183154,0.150415161
20/02/1994,12.3,5.212,11.104,30.31,2.4,3.2,0,0,,0.137588327,0.142502713,0.119671761,0.147912944
21/02/1994,11.9,4.931,10.588,28.78,3.2,12,1.6,1.6,,0.136120033,0.139665834,0.118562403,0.145158706
22/02/1994,11.5,4.716,10.015,27.88,1.6,2.4,1.6,1.6,,0.134651739,0.137495268,0.117330499,0.143538566
23/02/1994,11.2,4.905,9.935,31.49,5.6,5.6,0,0,,0.133550518,0.139403347,0.117158505,0.150037128
24/02/1994,11.2,4.92,9.774,30.35,0.8,0,0,5.6,,0.133550518,0.139554782,0.116812368,0.147984951
25/02/1994,12.3,5.515,10.817,32.17,36.8,55.2,0,16,,0.137588327,0.145561697,0.119054734,0.151261234
26/02/1994,42.6,19.568,24.803,86.82,23.2,27.2,64.8,55.2,,0.2488116,0.287435956,0.149123505,0.249639744
27/02/1994,98,45.156,120.436,193.9,5.6,5.6,37.6,32.8,,0.452170322,0.54576361,0.354726732,0.442400418
28/02/1994,154,44.727,112.924,280.8,0.8,0.8,26.4,14.4,,0.657731486,0.541432574,0.338576538,0.598833949
01/03/1994,96.7,30.933,55.139,222.5,0,0,1.6,0,,0.447398367,0.40217309,0.214343455,0.493884871
02/03/1994,52.2,20.212,39.355,143.9,0,4,35.2,13.6,,0.284050656,0.293937558,0.18040913,0.352392632
03/03/1994,73.4,20.322,87.041,150.8,36,10.4,61.6,54.4,,0.36187024,0.295048081,0.282930179,0.364813706
04/03/1994,56.8,18.642,47.094,148.8,1.6,0,4.8,2.4,,0.300936037,0.278087378,0.197047355,0.361213395
05/03/1994,51.1,15.402,54.277,111.8,11.2,3.2,16,24,,0.280012848,0.245377451,0.212490225,0.294607634
06/03/1994,38.1,13.582,37.476,103.5,2.4,0,40.8,0,,0.232293292,0.227003357,0.176369431,0.279666341
07/03/1994,41,12.716,72.135,116.9,0.8,0,52,0,,0.242938423,0.218260518,0.250883482,0.303788428
08/03/1994,39.3,12.364,82.048,108.8,9.6,0,66.4,0,,0.236698174,0.214706847,0.272195632,0.289207166
09/03/1994,49.8,13.053,56.441,138.5,2.4,0,12,7.2,,0.275240892,0.221662755,0.21714265,0.342671791
10/03/1994,23.6,11.156,31.587,77.91,0,0,0,0,,0.179067633,0.202511295,0.163708557,0.233600356
11/03/1994,24,10.452,30.709,59.87,27.2,0,31.2,28.8,,0.180535927,0.195403952,0.161820928,0.201125547
12/03/1994,28.1,10.685,37.06,76.8,14.4,0,60,51.2,,0.195585941,0.19775624,0.175475065,0.231602184
13/03/1994,53.5,14.595,81.942,127.8,14.4,0,20,14.4,,0.288822612,0.237230257,0.27196774,0.323410125
14/03/1994,35.7,18.046,80.32,120.9,8.8,0,35.2,29.6,,0.223483528,0.272070367,0.268480571,0.310989051
15/03/1994,36.6,16.894,45.986,120.9,1.6,0,8,5.6,,0.226787189,0.260440171,0.194665244,0.310989051
16/03/1994,20.2,12.37,31.951,70.19,24.8,12.8,22.4,23.2,,0.166587134,0.214767421,0.164491128,0.219703154
17/03/1994,18,11.685,27.426,59.56,1.6,0,10.4,10.4,,0.158511517,0.207851897,0.154762743,0.200567499
18/03/1994,17.5,10.999,26.423,54.1,2.4,4,32,16.8,,0.156676149,0.200926276,0.152606374,0.190738649
19/03/1994,19.5,9.544,28.061,58.46,1.6,0,0.8,0,,0.16401762,0.186237096,0.156127942,0.198587328
20/03/1994,16.3,6.052,20.631,46.14,0.8,0,0,0.8,,0.152271267,0.150983065,0.140154042,0.176409409
21/03/1994,14.6,5.639,16.856,39.57,0,0,0,0,,0.146031018,0.146813558,0.132038097,0.164582386
22/03/1994,19.4,5.742,33.555,46.12,1.6,0,20,33.6,,0.163650546,0.147853411,0.167939598,0.176373406
23/03/1994,64.9,10.533,134.641,110,66.4,2.4,170.4,129.6,,0.330668991,0.196221701,0.385266335,0.291367353
24/03/1994,104,40.361,91.489,259.2,0.8,0,0,0.8,,0.474194732,0.497354938,0.292493019,0.559950586
25/03/1994,31.6,16.309,48.523,124,8.8,14.4,52,18.4,,0.208433514,0.254534212,0.200119589,0.316569533
26/03/1994,25.3,12.315,32.184,85.47,0,0,0,0,,0.185307883,0.21421216,0.164992059,0.247209534
27/03/1994,17.4,8.845,24.907,56.22,8.8,0.8,29.6,46.4,,0.156309076,0.179180233,0.149347096,0.194554979
28/03/1994,18,9.759,40.083,64.34,3.2,0,7.2,7.2,,0.158511517,0.188407663,0.181974271,0.209172243
29/03/1994,18,8.75,31.576,59.25,2.4,0,0,12.8,,0.158511517,0.178221145,0.163684908,0.200009451
30/03/1994,15.8,8.215,22.773,50.76,10.4,6.4,18.4,14.8,,0.1504359,0.172819969,0.144759169,0.184726129
31/03/1994,20,8.586,33.755,52.42,19.2,22.4,83.2,59.2,,0.165852987,0.176565458,0.168369582,0.187714387
01/04/1994,62.4,14.817,88.458,139.1,16,8.8,74.4,32,,0.321492154,0.239471492,0.285976614,0.343751885
02/04/1994,30.1,12.804,40.041,102.4,0.8,0,17.6,3.2,,0.202927411,0.219148936,0.181883974,0.27768617
03/04/1994,19.7,9.8,33.593,65.1,8.8,1.6,54.4,48.8,,0.164751767,0.188821585,0.168021295,0.210540362
04/04/1994,28.1,14.62,60.8,98.21,13.6,0.8,12.8,3.2,,0.195585941,0.237482648,0.226514148,0.270143517
05/04/1994,22.3,11.306,39.81,73.44,10.4,5.6,42.4,34.4,,0.174295678,0.204025643,0.181387343,0.22555366
06/04/1994,28.5,10.337,38.776,79.44,0,0,0,0.8,,0.197054235,0.194242952,0.179164326,0.236354595
07/04/1994,27,10.301,38.067,72.78,22.4,12.8,44.8,35.2,,0.191548133,0.193879508,0.177640034,0.224365558
08/04/1994,30.4,15.538,65.259,91.78,19.2,9.6,68.8,53.6,,0.204028632,0.246750461,0.236100638,0.258568516
09/04/1994,37.7,21.887,49.23,123.3,6.4,0,15.2,17.6,,0.230824998,0.310847783,0.201639582,0.315309424
10/04/1994,21.2,12.414,35.964,77.52,0,1.6,23.2,0,,0.170257869,0.21521163,0.173118753,0.232898296
11/04/1994,20.2,9.204,28.44,61.35,0,0,0.8,0.8,,0.166587134,0.182804573,0.156942761,0.203789778
12/04/1994,19,11.192,28.682,55.09,12.8,16,5.6,6.4,,0.162182252,0.202874738,0.157463042,0.192520803
13/04/1994,22.8,10.907,26.049,63.07,0,0,0,0,,0.176131045,0.199997476,0.151802304,0.206886046
14/04/1994,16.1,8.821,18.434,47.63,0,0,0,0,,0.15153712,0.178937937,0.135430669,0.179091641
15/04/1994,13.6,8.243,15.381,39.93,0.8,0,0.8,0,,0.142360283,0.173102648,0.128866966,0.165230442
16/04/1994,12.2,7.852,13.84,35.34,0.8,0,0,0,,0.137221254,0.169155246,0.12555394,0.156967728
